2020-02-11/21:44:00		Error while creating table: no such column: F 
2020-02-12/19:09:16		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:16		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:16		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:16		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:16		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:16		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:16		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:16		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:16		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:16		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:17		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:17		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:17		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:17		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:17		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:17		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:17		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:17		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:17		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:17		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:17		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:17		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:17		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:18		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:18		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:18		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:18		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:18		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:18		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:18		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:18		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:18		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:18		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:18		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:18		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:18		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:18		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:19		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:19		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:19		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:19		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:19		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:19		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:19		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:19		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:19		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:19		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:19		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:19		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:20		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:20		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:20		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:20		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:20		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:20		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:20		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:20		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:20		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:20		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:20		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:20		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:20		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:21		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:21		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:21		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:21		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:21		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:21		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:21		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:21		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:21		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:21		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:21		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:21		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:21		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:21		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:22		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:22		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:22		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:22		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:22		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:22		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:22		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:22		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:22		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:22		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:22		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:22		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:22		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:23		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:23		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:23		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:23		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:23		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:23		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:23		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:23		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:23		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:23		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:23		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:23		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:24		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:24		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:24		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:24		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:24		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:24		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:24		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:24		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:24		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:24		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:24		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:24		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:24		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:24		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:25		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:25		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:25		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:25		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:25		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:25		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:25		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:25		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:25		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:25		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:25		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:25		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:25		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:26		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:26		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:26		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:26		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:26		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:26		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:26		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:26		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:26		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:26		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:26		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:26		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:26		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:27		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:27		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:27		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:27		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:27		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:27		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:27		 hypothyroid_0211198_0102062112011.csv: File loaded successfully!!
2020-02-12/19:09:27		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:27		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:27		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:27		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:27		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:28		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:28		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:28		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:28		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:28		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:28		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:28		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:28		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:28		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:28		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:28		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:28		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:28		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:28		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:29		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:29		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:29		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:29		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:29		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:29		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:29		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:29		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:29		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:29		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:29		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:29		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:29		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:30		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:30		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:30		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:30		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:30		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:30		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:30		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:30		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
2020-02-12/19:09:30		 hypothyroid_0211198_0102062112012.csv: File loaded successfully!!
